-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2005,29.0,65.625,55.76,59.89,52.49,27.51,22.49,18.64,23.18,22.43,19.59,13.82,25.26,25.56,30.4
RH2M,2005,29.0,66.25,58.55,63.62,57.87,33.43,28.27,23.07,29.6,24.26,24.79,16.06,29.94,28.0,34.63
RH2M,2005,29.0,66.875,54.2,59.59,56.79,31.82,27.75,25.12,38.37,30.17,31.23,16.59,28.5,24.78,35.28
RH2M,2005,29.0,67.5,36.09,45.13,41.41,20.45,18.06,18.14,31.97,27.73,26.97,13.26,18.51,16.04,26.05
RH2M,2005,29.0,68.125,33.4,42.51,38.84,18.44,17.44,18.35,31.36,29.85,29.52,16.17,18.7,16.27,25.82
RH2M,2005,29.0,68.75,35.05,43.32,37.91,16.65,18.24,21.0,35.24,33.31,34.98,18.65,20.58,16.43,27.53
RH2M,2005,29.0,69.375,38.12,46.57,42.82,17.28,19.6,22.33,37.64,35.31,38.92,19.99,22.18,17.68,29.78
RH2M,2005,29.0,70.0,38.28,44.6,38.36,16.26,18.37,21.25,34.85,33.11,40.37,19.46,21.94,17.29,28.59
RH2M,2005,29.0,70.625,42.61,45.67,40.13,16.87,19.34,21.38,34.5,32.54,42.1,21.18,23.93,19.28,29.87
RH2M,2005,29.5,65.625,52.44,56.95,50.04,27.83,24.02,18.21,20.91,18.94,18.12,13.96,25.86,26.16,29.3
RH2M,2005,29.5,66.25,56.19,61.48,55.16,32.4,27.13,20.71,24.96,19.75,21.86,14.76,28.04,26.51,32.25
RH2M,2005,29.5,66.875,58.22,62.85,59.24,36.36,29.68,23.93,34.98,25.34,28.69,16.06,29.89,27.29,35.89
RH2M,2005,29.5,67.5,40.28,48.48,45.67,24.11,19.83,18.15,32.23,25.38,26.7,12.62,19.41,16.78,27.36
RH2M,2005,29.5,68.125,35.02,45.15,41.52,21.58,18.55,17.75,31.7,27.93,28.54,14.25,18.28,15.75,26.23
RH2M,2005,29.5,68.75,38.79,49.53,45.14,20.13,20.43,20.96,36.26,31.3,34.12,17.79,21.86,17.59,29.38
RH2M,2005,29.5,69.375,40.1,50.63,47.82,20.74,21.21,21.44,36.99,31.64,37.88,18.9,22.73,17.76,30.54
RH2M,2005,29.5,70.0,38.92,46.58,41.51,17.4,18.64,19.62,34.48,29.44,37.5,18.15,21.68,16.35,28.25
RH2M,2005,29.5,70.625,42.81,46.77,42.84,18.31,19.81,19.59,33.49,29.76,39.4,19.9,23.41,18.14,29.42
RH2M,2006,28.0,65.625,32.04,31.79,31.39,19.66,16.18,19.09,28.45,37.12,20.7,24.74,39.84,59.41,30.08
RH2M,2006,28.0,66.25,30.86,32.56,33.02,20.91,17.88,22.78,34.34,48.61,26.88,29.66,42.97,59.47,33.39
RH2M,2006,28.0,66.875,25.37,28.8,29.68,19.07,17.6,24.62,37.42,52.97,32.24,31.07,40.14,55.19,32.92
RH2M,2006,28.0,67.5,19.22,23.62,22.93,15.15,15.31,21.03,32.5,44.28,29.59,27.15,32.01,46.35,27.49
RH2M,2006,28.0,68.125,19.28,23.44,22.8,16.5,18.14,22.92,32.84,42.15,33.01,29.87,30.87,45.56,28.18
RH2M,2006,28.0,68.75,19.8,23.74,25.06,18.35,21.67,26.56,34.31,45.09,36.61,33.58,30.78,47.87,30.36
RH2M,2006,28.0,69.375,21.14,24.28,27.08,18.84,23.0,28.19,35.25,47.13,39.15,35.33,31.7,47.99,31.67
RH2M,2006,28.0,70.0,22.64,24.67,28.05,18.58,23.44,29.51,36.11,51.55,42.34,37.38,32.91,48.38,33.05
RH2M,2006,28.0,70.625,23.91,24.81,28.68,18.41,23.63,30.68,37.19,54.12,46.17,39.45,33.8,47.12,34.09
RH2M,2006,28.5,65.625,29.57,30.19,30.49,17.85,14.43,16.09,23.71,32.34,17.35,21.63,38.36,57.22,27.47
RH2M,2006,28.5,66.25,33.07,35.52,36.34,22.04,18.19,21.39,32.03,47.07,24.34,28.16,46.36,60.49,33.79
RH2M,2006,28.5,66.875,26.7,30.51,32.51,19.94,17.36,23.93,36.6,53.45,30.29,28.78,42.39,54.88,33.18
RH2M,2006,28.5,67.5,19.27,23.29,23.43,14.72,14.14,19.9,30.85,43.5,27.12,24.39,32.01,45.04,26.53
RH2M,2006,28.5,68.125,19.56,23.01,23.38,15.39,16.35,21.25,31.16,41.63,31.0,27.7,30.99,44.36,27.21
RH2M,2006,28.5,68.75,18.9,22.04,23.93,15.6,18.24,24.05,32.67,42.29,33.91,30.01,29.57,43.39,27.95
RH2M,2006,28.5,69.375,20.46,23.28,26.91,16.43,19.65,25.94,34.14,45.32,36.49,31.89,31.11,48.57,30.1
RH2M,2006,28.5,70.0,23.33,25.15,29.52,17.74,20.87,27.25,34.99,47.33,37.69,34.15,33.14,51.75,32.0
RH2M,2006,28.5,70.625,24.78,25.93,30.76,17.89,21.08,28.06,35.21,48.57,39.81,35.65,33.9,50.93,32.8
RH2M,2006,29.0,65.625,30.83,31.16,31.5,18.0,13.94,14.37,20.81,30.81,14.98,19.7,40.63,59.1,27.18
RH2M,2006,29.0,66.25,34.67,36.43,37.14,22.34,17.29,18.43,26.96,42.13,20.3,24.22,47.21,61.46,32.41
RH2M,2006,29.0,66.875,30.9,34.68,36.95,22.56,17.81,23.76,35.51,54.68,28.5,27.02,46.7,57.94,34.8
RH2M,2006,29.0,67.5,20.14,24.1,24.89,14.89,13.28,19.6,30.64,45.71,25.62,22.53,33.74,45.22,26.75
RH2M,2006,29.0,68.125,19.87,23.47,24.07,14.71,15.23,20.06,31.37,43.98,29.27,25.43,31.82,43.66,26.97
RH2M,2006,29.0,68.75,20.75,24.41,25.17,15.16,17.09,23.56,36.17,47.03,34.48,29.01,32.0,47.89,29.47
RH2M,2006,29.0,69.375,22.29,25.74,29.0,16.04,18.15,25.8,38.16,52.53,37.16,31.07,34.63,50.66,31.86
RH2M,2006,29.0,70.0,22.9,25.19,29.75,15.99,18.09,25.75,35.55,46.49,34.94,30.79,33.52,51.53,30.96
RH2M,2006,29.0,70.625,25.47,27.01,32.78,17.58,19.05,26.23,34.0,46.05,35.4,32.72,35.25,53.52,32.17
RH2M,2006,29.5,65.625,32.41,31.63,29.97,18.34,13.41,12.58,18.17,28.86,14.6,18.79,38.67,56.24,26.15
RH2M,2006,29.5,66.25,34.53,35.11,34.66,21.3,15.44,15.3,22.62,38.69,17.89,21.27,43.9,59.63,30.05
RH2M,2006,29.5,66.875,34.65,37.54,38.5,23.67,17.21,21.31,32.26,54.45,25.95,25.07,47.99,61.25,35.02
RH2M,2006,29.5,67.5,21.96,26.44,27.31,15.82,12.91,19.51,30.96,50.34,24.9,22.09,37.0,47.95,28.15
RH2M,2006,29.5,68.125,20.27,24.77,25.32,14.53,14.36,19.62,32.44,47.6,27.12,23.67,33.97,44.19,27.38
RH2M,2006,29.5,68.75,23.39,28.49,28.52,16.46,16.85,23.24,37.58,50.25,32.69,28.37,36.88,49.71,31.1
RH2M,2006,29.5,69.375,23.92,28.11,30.9,16.51,16.92,24.14,38.17,54.89,34.25,29.22,38.1,51.66,32.31
RH2M,2006,29.5,70.0,22.77,25.59,30.16,15.11,15.78,23.69,35.08,47.19,32.87,28.14,34.49,49.13,30.07
RH2M,2006,29.5,70.625,25.61,27.35,33.62,17.16,16.99,24.21,32.93,44.42,32.6,30.12,35.91,50.73,31.04
RH2M,2007,28.0,65.625,46.47,53.52,40.8,23.67,14.92,40.06,39.35,32.07,19.03,13.27,18.98,37.91,31.56
RH2M,2007,28.0,66.25,46.53,56.97,43.53,25.43,15.77,44.17,45.62,37.39,27.36,14.04,19.32,36.96,34.3
RH2M,2007,28.0,66.875,42.16,51.75,40.2,22.7,15.54,42.77,48.99,40.32,33.76,13.8,18.54,32.08,33.45
RH2M,2007,28.0,67.5,31.12,41.69,33.12,18.34,13.95,35.2,43.26,35.84,30.91,11.52,18.15,27.35,28.29
RH2M,2007,28.0,68.125,26.98,40.7,33.51,19.82,17.17,34.98,42.16,37.11,32.32,11.77,20.08,29.63,28.78
RH2M,2007,28.0,68.75,25.98,42.62,33.23,20.87,18.93,36.84,42.44,38.39,33.12,12.96,21.0,27.45,29.39
RH2M,2007,28.0,69.375,28.16,43.08,33.58,20.86,19.46,37.03,42.02,39.86,34.04,14.22,21.64,28.19,30.09
RH2M,2007,28.0,70.0,30.2,44.85,34.07,21.26,20.64,36.36,41.11,41.81,34.29,15.04,21.36,28.63,30.71
RH2M,2007,28.0,70.625,31.13,45.4,34.58,21.95,22.03,36.01,40.22,43.35,34.98,15.67,21.29,30.13,31.31
RH2M,2007,28.5,65.625,45.82,50.77,40.59,23.23,13.27,34.74,36.16,27.8,16.8,12.14,17.49,35.1,29.39
RH2M,2007,28.5,66.25,48.52,58.99,47.0,31.04,16.15,42.46,45.8,35.14,26.32,14.85,20.44,39.19,35.36
RH2M,2007,28.5,66.875,42.98,54.52,43.63,27.39,15.1,43.04,50.53,39.0,33.03,13.95,18.68,33.51,34.49
RH2M,2007,28.5,67.5,30.83,42.31,34.79,19.98,12.18,34.7,43.09,33.72,29.11,10.47,17.04,27.62,27.9
RH2M,2007,28.5,68.125,26.97,40.92,34.24,19.91,14.88,33.81,42.55,34.83,31.53,10.91,19.21,30.48,28.27
RH2M,2007,28.5,68.75,24.42,40.6,32.26,18.23,16.38,34.94,42.49,35.89,31.92,11.07,19.02,26.25,27.7
RH2M,2007,28.5,69.375,26.49,44.32,35.29,18.62,16.97,36.23,44.53,37.83,33.58,12.27,21.06,27.85,29.49
RH2M,2007,28.5,70.0,33.31,47.88,36.83,19.83,18.3,35.26,42.2,40.09,32.71,13.95,21.55,28.89,30.8
RH2M,2007,28.5,70.625,35.07,48.63,37.43,21.15,20.01,34.24,39.84,40.89,32.53,14.8,22.08,30.43,31.33
RH2M,2007,29.0,65.625,48.87,52.57,44.06,26.33,13.33,31.95,35.22,24.9,15.48,12.48,17.58,36.77,29.85
RH2M,2007,29.0,66.25,50.3,59.03,48.75,34.74,16.89,38.42,42.26,29.69,21.43,14.52,20.02,41.06,34.63
RH2M,2007,29.0,66.875,47.1,59.37,48.01,35.67,17.11,43.76,51.48,37.48,30.09,14.67,19.5,38.34,36.75
RH2M,2007,29.0,67.5,31.96,43.84,36.48,23.38,11.48,35.33,44.1,32.89,26.19,9.81,15.84,28.15,28.19
RH2M,2007,29.0,68.125,28.78,41.33,34.83,21.81,13.08,33.98,44.3,35.15,29.63,10.45,18.14,29.68,28.35
RH2M,2007,29.0,68.75,24.77,45.77,36.41,18.66,15.6,37.33,50.19,37.19,34.13,11.81,19.92,27.5,29.84
RH2M,2007,29.0,69.375,27.14,49.03,40.51,20.05,16.55,39.49,52.75,40.66,36.87,12.84,21.82,31.2,32.3
RH2M,2007,29.0,70.0,30.97,49.59,37.96,18.62,16.3,35.16,44.05,39.37,31.85,12.65,19.72,28.16,30.25
RH2M,2007,29.0,70.625,36.78,51.55,40.66,20.39,17.97,33.41,40.54,38.72,31.07,14.01,21.83,30.54,31.34
RH2M,2007,29.5,65.625,45.97,51.26,42.89,28.65,16.02,31.03,29.23,21.78,15.26,13.96,17.87,37.46,29.17
RH2M,2007,29.5,66.25,48.22,57.12,48.17,34.04,17.84,35.12,35.99,24.98,17.53,13.46,18.11,40.12,32.43
RH2M,2007,29.5,66.875,49.91,62.03,51.59,39.59,20.1,41.81,48.58,33.24,24.61,14.46,19.28,42.01,37.13
RH2M,2007,29.5,67.5,36.08,47.6,40.77,27.22,12.35,36.49,45.66,32.16,23.27,9.82,14.91,30.35,29.62
RH2M,2007,29.5,68.125,30.36,42.88,36.59,22.88,12.05,34.83,45.91,34.76,25.66,10.06,16.17,28.74,28.33
RH2M,2007,29.5,68.75,28.78,49.57,39.93,20.52,14.99,38.56,49.05,36.67,31.47,12.36,18.77,29.63,30.74
RH2M,2007,29.5,69.375,29.0,50.53,41.84,22.09,15.53,39.44,51.94,39.27,32.88,13.03,19.68,31.05,32.08
RH2M,2007,29.5,70.0,27.07,49.89,37.11,18.19,14.83,34.54,42.53,36.29,29.53,12.04,18.07,27.34,28.82
RH2M,2007,29.5,70.625,32.5,52.3,40.73,20.0,16.63,33.04,39.3,35.75,29.62,13.43,20.61,29.95,30.19
RH2M,2008,28.0,65.625,54.45,36.21,19.69,23.11,14.67,26.11,32.56,33.78,17.94,16.44,21.84,46.44,28.63
RH2M,2008,28.0,66.25,52.65,34.09,20.97,25.52,15.63,31.55,40.21,42.06,23.87,18.15,20.2,47.99,31.12
RH2M,2008,28.0,66.875,47.19,28.75,18.65,23.82,15.59,35.54,42.73,46.85,28.93,18.64,17.05,45.44,30.82
RH2M,2008,28.0,67.5,35.25,20.51,14.15,18.78,14.71,31.64,35.88,41.76,26.57,16.04,13.85,41.53,25.95
RH2M,2008,28.0,68.125,30.85,18.97,14.44,19.46,19.92,32.36,35.26,42.35,30.16,18.37,14.12,44.65,26.81
RH2M,2008,28.0,68.75,27.33,18.1,15.28,22.96,23.8,33.73,36.58,46.15,33.57,23.43,14.75,48.03,28.73
RH2M,2008,28.0,69.375,27.6,19.04,15.88,24.36,25.01,34.62,37.51,46.66,35.46,25.22,16.89,46.91,29.67
RH2M,2008,28.0,70.0,26.99,19.82,15.9,24.52,25.74,35.09,38.24,49.01,38.23,26.45,19.38,45.31,30.46
RH2M,2008,28.0,70.625,26.56,20.86,15.46,24.25,26.42,35.91,38.89,50.05,39.97,27.39,21.74,42.73,30.91
RH2M,2008,28.5,65.625,54.41,38.72,21.46,20.87,13.08,21.49,27.52,28.64,15.78,15.36,20.48,44.59,26.88
RH2M,2008,28.5,66.25,56.57,39.37,27.04,26.23,15.98,29.18,37.85,38.74,22.43,18.96,22.21,48.72,31.98
RH2M,2008,28.5,66.875,50.31,33.17,22.01,24.29,15.36,34.83,42.25,45.04,26.89,18.02,17.91,44.43,31.26
RH2M,2008,28.5,67.5,37.42,22.66,14.05,18.32,13.27,31.01,35.43,39.72,24.4,14.5,13.46,38.87,25.31
RH2M,2008,28.5,68.125,32.02,19.96,13.93,19.1,16.82,31.12,34.19,40.64,28.52,17.29,13.81,42.26,25.87
RH2M,2008,28.5,68.75,25.93,17.14,13.67,20.87,19.84,32.12,34.73,45.11,31.67,20.48,13.14,40.51,26.34
RH2M,2008,28.5,69.375,26.78,18.54,14.62,22.98,21.63,33.57,36.39,48.89,33.94,22.29,14.98,45.55,28.42
RH2M,2008,28.5,70.0,27.53,21.06,16.09,25.17,22.92,34.31,37.39,52.33,36.94,24.4,17.74,45.64,30.19
RH2M,2008,28.5,70.625,27.5,22.83,15.84,25.53,23.45,34.34,37.48,51.3,38.47,26.5,20.65,44.34,30.74
RH2M,2008,29.0,65.625,57.85,43.43,26.48,20.48,12.69,19.19,24.58,25.51,14.57,15.7,21.88,45.64,27.34
RH2M,2008,29.0,66.25,60.16,44.47,32.3,26.14,15.35,25.52,32.13,32.77,19.28,18.69,23.86,49.13,31.67
RH2M,2008,29.0,66.875,55.61,38.81,29.47,26.99,15.77,34.82,41.6,41.89,25.02,18.97,20.96,46.84,33.1
RH2M,2008,29.0,67.5,38.9,24.62,15.11,18.34,12.14,32.29,37.09,37.92,23.05,13.85,13.71,37.22,25.4
RH2M,2008,29.0,68.125,32.86,21.58,13.62,18.63,14.57,32.03,36.3,39.56,26.64,16.25,13.78,39.75,25.51
RH2M,2008,29.0,68.75,28.75,19.75,14.08,21.11,16.96,34.92,38.76,48.19,31.63,19.72,14.0,43.17,27.65
RH2M,2008,29.0,69.375,30.45,21.49,15.17,23.48,19.19,38.0,42.92,49.43,33.44,21.99,15.32,44.98,29.72
RH2M,2008,29.0,70.0,27.51,21.16,15.47,25.11,19.71,34.76,38.17,53.05,34.66,22.3,15.94,43.12,29.31
RH2M,2008,29.0,70.625,28.73,25.07,16.56,27.37,21.03,33.3,36.77,51.94,35.85,25.73,18.89,44.33,30.51
RH2M,2008,29.5,65.625,56.2,40.21,25.44,21.8,13.98,18.61,21.7,21.92,13.58,15.94,22.7,41.71,26.15
RH2M,2008,29.5,66.25,59.37,44.1,30.42,25.33,14.46,23.4,27.19,27.19,16.29,17.14,23.09,45.08,29.42
RH2M,2008,29.5,66.875,60.1,43.76,33.65,28.47,14.99,33.9,38.9,36.83,22.0,18.91,23.06,47.83,33.55
RH2M,2008,29.5,67.5,42.59,28.07,17.14,19.21,11.49,34.45,39.92,36.22,22.08,14.01,14.72,37.24,26.46
RH2M,2008,29.5,68.125,35.98,23.55,13.76,18.76,12.79,34.07,40.43,38.69,24.49,15.25,13.89,37.48,25.81
RH2M,2008,29.5,68.75,34.83,23.75,15.68,22.51,15.42,37.1,41.96,44.55,29.45,19.79,15.8,41.67,28.59
RH2M,2008,29.5,69.375,34.33,24.79,16.14,24.25,16.76,38.33,45.18,44.85,30.86,21.61,15.91,42.43,29.67
RH2M,2008,29.5,70.0,28.54,22.32,15.25,25.29,17.16,34.1,37.52,46.21,31.22,21.32,15.22,39.49,27.85
RH2M,2008,29.5,70.625,29.35,26.6,16.55,28.66,19.06,32.12,35.64,46.19,32.04,24.9,17.54,41.57,29.22
RH2M,2009,28.0,65.625,56.2,46.89,35.65,28.34,16.99,15.22,30.78,34.33,21.31,13.49,24.49,49.29,31.05
RH2M,2009,28.0,66.25,59.11,49.41,39.59,30.01,17.45,17.55,36.29,41.88,24.33,14.91,25.48,48.86,33.71
RH2M,2009,28.0,66.875,55.49,46.29,36.87,26.14,15.48,18.14,37.99,45.72,27.38,13.86,22.35,42.5,32.33
RH2M,2009,28.0,67.5,47.82,39.02,31.94,19.21,12.32,17.49,33.39,39.37,26.92,11.37,17.2,31.72,27.3
RH2M,2009,28.0,68.125,50.31,38.61,31.33,18.7,13.53,19.95,34.16,38.44,32.51,12.46,17.09,28.28,27.92
RH2M,2009,28.0,68.75,55.33,40.35,27.58,19.11,16.14,22.12,36.31,39.55,34.36,13.84,17.76,26.66,29.06
RH2M,2009,28.0,69.375,54.23,38.43,28.16,19.63,18.01,24.3,37.86,40.48,34.75,15.91,18.99,26.9,29.79
RH2M,2009,28.0,70.0,52.43,36.24,27.02,20.13,19.32,25.76,40.76,41.49,33.94,17.8,20.54,26.75,30.19
RH2M,2009,28.0,70.625,48.66,34.38,26.71,20.44,20.12,26.75,42.24,42.57,33.88,19.76,22.25,26.8,30.4
RH2M,2009,28.5,65.625,54.19,46.42,35.32,26.84,16.15,13.23,26.28,28.17,17.25,12.3,22.48,47.7,28.81
RH2M,2009,28.5,66.25,61.05,51.93,43.65,33.71,19.55,17.13,34.3,36.13,21.25,15.97,26.9,51.74,34.41
RH2M,2009,28.5,66.875,55.85,47.38,39.89,28.84,16.72,17.98,37.65,42.58,24.7,14.41,22.87,43.82,32.7
RH2M,2009,28.5,67.5,46.21,37.91,32.32,19.58,12.06,16.78,32.58,37.08,24.97,10.82,16.42,30.96,26.46
RH2M,2009,28.5,68.125,48.07,36.75,30.83,18.88,12.91,19.28,33.73,36.36,31.23,12.91,16.54,27.88,27.1
RH2M,2009,28.5,68.75,47.9,35.32,27.63,18.36,14.28,20.98,36.51,37.11,32.65,13.18,16.13,25.49,27.12
RH2M,2009,28.5,69.375,54.19,39.23,26.73,20.21,15.98,23.35,39.23,38.66,33.73,15.01,17.41,26.6,29.17
RH2M,2009,28.5,70.0,55.26,40.42,27.87,21.19,17.47,23.88,42.45,39.27,32.31,17.09,19.73,27.43,30.35
RH2M,2009,28.5,70.625,53.56,39.39,28.15,21.61,18.31,24.06,42.29,40.42,32.3,18.8,21.78,27.41,30.66
RH2M,2009,29.0,65.625,56.09,48.67,37.87,28.61,17.07,12.53,23.19,24.27,14.87,12.32,22.47,49.52,28.9
RH2M,2009,29.0,66.25,61.51,53.0,44.37,36.09,20.49,15.65,29.37,28.5,17.58,15.63,26.82,53.05,33.45
RH2M,2009,29.0,66.875,59.33,51.33,44.3,34.79,19.37,17.81,36.7,39.16,21.96,15.93,25.25,48.47,34.5
RH2M,2009,29.0,67.5,45.58,37.79,31.63,20.26,12.16,15.87,32.28,36.66,22.8,10.48,16.36,31.51,26.1
RH2M,2009,29.0,68.125,45.66,35.7,30.31,19.09,12.67,18.75,33.7,35.99,29.32,12.02,16.07,27.6,26.39
RH2M,2009,29.0,68.75,52.02,36.79,27.01,20.27,14.5,22.04,39.83,39.26,31.98,13.8,17.12,27.84,28.53
RH2M,2009,29.0,69.375,55.09,41.14,28.34,22.14,15.92,24.2,42.35,42.32,34.67,15.63,18.42,29.56,30.8
RH2M,2009,29.0,70.0,54.42,39.34,27.33,21.52,16.2,22.19,44.04,39.09,29.73,15.93,18.43,27.51,29.64
RH2M,2009,29.0,70.625,55.94,42.55,28.54,22.42,16.89,22.0,42.81,38.56,30.33,17.81,20.92,27.81,30.52
RH2M,2009,29.5,65.625,53.66,44.42,34.59,30.22,19.2,13.17,20.09,20.92,13.51,12.35,22.43,46.54,27.54
RH2M,2009,29.5,66.25,58.35,49.21,40.45,35.6,20.37,14.47,24.59,23.98,15.08,13.97,24.81,50.06,30.85
RH2M,2009,29.5,66.875,61.43,52.76,45.94,39.06,20.78,16.53,33.31,35.45,19.22,15.94,25.57,50.89,34.7
RH2M,2009,29.5,67.5,46.52,39.81,31.67,22.8,13.02,14.78,32.2,37.0,20.95,10.77,16.86,33.65,26.65
RH2M,2009,29.5,68.125,43.83,36.01,28.48,19.63,12.65,17.42,33.65,36.81,26.0,11.0,15.71,27.68,25.72
RH2M,2009,29.5,68.75,52.36,35.23,29.59,22.82,15.35,21.17,38.92,39.68,28.42,14.53,18.51,31.45,29.02
RH2M,2009,29.5,69.375,53.95,38.39,29.02,23.1,15.98,22.02,40.16,40.35,30.25,15.71,19.0,31.54,29.96
RH2M,2009,29.5,70.0,52.14,33.34,26.74,21.77,15.53,19.94,40.43,37.48,26.48,15.44,18.17,28.16,27.99
RH2M,2009,29.5,70.625,52.74,38.04,28.54,23.27,16.59,20.16,39.55,36.94,27.69,17.4,20.31,27.73,29.07
RH2M,2010,28.0,65.625,38.25,37.25,22.49,19.17,20.46,22.14,32.34,35.68,16.72,18.28,17.21,18.2,24.81
RH2M,2010,28.0,66.25,38.02,37.11,24.08,20.82,22.9,26.2,40.04,50.01,24.45,20.63,18.11,16.59,28.24
RH2M,2010,28.0,66.875,33.7,30.52,22.22,19.77,21.05,27.46,43.56,57.82,30.76,21.4,17.64,14.08,28.36
RH2M,2010,28.0,67.5,27.33,22.26,17.28,15.56,15.94,26.37,38.51,51.35,30.23,18.88,15.01,11.9,24.26
RH2M,2010,28.0,68.125,26.36,20.65,17.02,15.5,15.46,30.81,38.19,50.11,31.73,20.83,15.36,13.81,24.7
RH2M,2010,28.0,68.75,26.19,20.74,17.61,16.93,17.17,33.57,39.37,52.34,33.46,24.5,17.08,16.04,26.31
RH2M,2010,28.0,69.375,27.09,21.56,18.44,17.54,17.89,34.28,39.36,51.84,36.03,26.34,18.98,18.48,27.37
RH2M,2010,28.0,70.0,27.57,21.92,18.96,17.16,17.96,34.52,39.59,52.82,39.63,28.48,21.91,21.06,28.52
RH2M,2010,28.0,70.625,27.86,21.96,19.18,16.72,18.36,34.33,40.58,53.09,43.1,30.72,25.44,24.88,29.75
RH2M,2010,28.5,65.625,36.85,36.46,21.65,17.99,18.8,18.18,27.64,28.81,14.21,16.84,16.22,16.6,22.47
RH2M,2010,28.5,66.25,40.65,41.34,26.83,22.8,23.79,23.27,39.63,43.57,22.31,21.44,19.4,17.9,28.55
RH2M,2010,28.5,66.875,34.41,33.24,24.11,21.07,21.73,25.5,44.79,53.95,28.44,21.33,17.71,14.91,28.45
RH2M,2010,28.5,67.5,26.56,22.66,17.26,15.33,15.55,24.88,37.87,50.05,28.16,17.65,13.88,11.48,23.48
RH2M,2010,28.5,68.125,25.63,20.92,16.94,15.06,15.26,28.81,37.2,50.63,32.6,20.29,14.83,12.87,24.3
RH2M,2010,28.5,68.75,24.13,19.66,16.62,14.66,15.37,30.51,37.43,51.79,32.64,22.45,15.2,13.58,24.56
RH2M,2010,28.5,69.375,25.64,21.26,18.02,15.14,16.16,31.4,39.53,55.93,33.54,24.15,16.97,15.88,26.2
RH2M,2010,28.5,70.0,27.23,23.44,19.99,16.31,17.13,31.5,38.43,55.61,36.12,26.21,19.82,18.71,27.59
RH2M,2010,28.5,70.625,27.95,24.19,20.19,16.29,17.37,30.76,37.91,53.35,38.63,28.17,22.71,22.16,28.35
RH2M,2010,29.0,65.625,40.85,39.84,23.15,18.64,18.58,15.63,25.06,24.42,12.62,16.94,16.78,17.62,22.44
RH2M,2010,29.0,66.25,43.85,45.09,28.77,23.22,22.95,19.79,34.91,34.42,18.16,20.17,19.32,18.92,27.4
RH2M,2010,29.0,66.875,39.58,40.61,28.77,23.84,23.51,24.8,45.44,49.64,26.13,21.74,19.08,17.3,30.02
RH2M,2010,29.0,67.5,27.24,25.42,18.26,16.03,15.72,23.92,38.92,48.74,26.61,17.19,13.57,11.44,23.61
RH2M,2010,29.0,68.125,25.54,21.89,17.31,15.15,15.11,26.85,37.93,49.93,33.53,20.35,14.51,12.33,24.24
RH2M,2010,29.0,68.75,25.39,21.27,17.93,15.44,15.83,30.43,42.89,59.25,33.48,22.4,15.92,13.61,26.22
RH2M,2010,29.0,69.375,27.25,23.28,19.89,16.05,16.7,32.13,45.09,61.01,38.26,24.77,17.51,15.24,28.16
RH2M,2010,29.0,70.0,26.06,23.29,20.66,15.42,15.96,29.83,39.65,58.24,34.29,24.45,18.04,15.89,26.87
RH2M,2010,29.0,70.625,27.69,25.41,22.17,16.22,16.85,28.43,37.47,55.53,35.17,25.99,20.94,19.79,27.68
RH2M,2010,29.5,65.625,40.4,38.99,25.41,20.86,19.04,14.31,22.14,21.44,11.75,17.13,16.87,18.06,22.13
RH2M,2010,29.5,66.25,43.06,44.52,30.19,23.15,21.42,17.05,29.61,29.04,15.18,18.23,17.65,17.87,25.51
RH2M,2010,29.5,66.875,44.77,46.88,34.52,25.63,23.68,23.0,42.47,45.96,22.99,20.91,19.07,18.41,30.65
RH2M,2010,29.5,67.5,29.95,31.69,21.09,17.61,16.6,22.92,40.4,49.11,26.28,17.4,13.78,11.71,24.87
RH2M,2010,29.5,68.125,25.65,24.6,18.62,15.74,15.33,24.94,40.08,50.27,32.74,19.48,13.9,11.8,24.46
RH2M,2010,29.5,68.75,27.32,25.17,21.82,17.7,17.07,28.93,46.23,58.37,33.32,22.97,16.84,13.9,27.52
RH2M,2010,29.5,69.375,27.74,25.64,22.3,17.65,17.42,29.26,46.81,58.68,37.34,24.3,17.36,14.6,28.31
RH2M,2010,29.5,70.0,25.51,23.51,21.96,15.76,15.87,27.24,41.41,57.27,32.79,23.79,17.02,14.36,26.43
RH2M,2010,29.5,70.625,26.96,25.61,24.26,16.33,16.78,26.62,37.73,54.23,33.65,25.54,19.53,18.17,27.16
RH2M,2011,28.0,65.625,33.35,48.29,40.76,32.26,21.34,16.85,27.92,40.76,36.17,24.42,35.73,22.13,31.54
RH2M,2011,28.0,66.25,32.54,50.58,44.35,38.18,22.27,19.94,34.04,48.05,47.47,30.42,37.16,21.07,35.38
RH2M,2011,28.0,66.875,27.65,46.09,41.42,33.98,20.17,22.73,38.77,51.69,51.59,32.7,36.4,18.95,35.08
RH2M,2011,28.0,67.5,22.2,37.35,30.82,23.59,15.98,22.54,36.43,43.2,47.7,29.28,30.18,15.14,29.45
