Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","1142462","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","4321.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2014","2014","t","4936747","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","1191211","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","4424.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2015","2015","t","5270914","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","1348452","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","4549.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2016","2016","t","6134274","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","1250827","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","4718.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2017","2017","t","5901630","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","1373922","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","4968.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2018","2018","t","6826379","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","1404158","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","5614","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2019","2019","t","7883003","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","1417793","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","6305.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2020","2020","t","8939785","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","1652501","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","5763.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2021","2021","t","9524531","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","1719398","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","6388.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2022","2022","t","10984509","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","1641447","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","5933.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2023","2023","t","9739524","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","1500000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","6133.3","X","Value from external organization",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2024","2024","t","9200000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1961","1961","ha","1214475","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1961","1961","kg/ha","1391.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1961","1961","t","1690000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1962","1962","ha","1185742","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1962","1962","kg/ha","1385.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1962","1962","t","1643000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1963","1963","ha","1286105","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1963","1963","kg/ha","1390.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1963","1963","t","1788000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1964","1964","ha","1355712","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1964","1964","kg/ha","1493.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1964","1964","t","2025000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1965","1965","ha","1393348","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1965","1965","kg/ha","1417.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1965","1965","t","1975000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1966","1966","ha","1409535","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1966","1966","kg/ha","1452.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1966","1966","t","2047000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1967","1967","ha","1419653","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1967","1967","kg/ha","1583.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1967","1967","t","2248000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1968","1968","ha","1554819","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1968","1968","kg/ha","1960.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1968","1968","t","3048000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1969","1969","ha","1622000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1969","1969","kg/ha","2220.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1969","1969","t","3601000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1970","1970","ha","1503423","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1970","1970","kg/ha","2193.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1970","1970","t","3298400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1971","1971","ha","1456480","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1971","1971","kg/ha","2329.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1971","1971","t","3392600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1972","1972","ha","1479547","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1972","1972","kg/ha","2362.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1972","1972","t","3495212","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1973","1973","ha","1511922","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1973","1973","kg/ha","2435.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1973","1973","t","3681984","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1974","1974","ha","1604190","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1974","1974","kg/ha","2163.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1974","1974","t","3470148","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1975","1975","ha","1709724","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1975","1975","kg/ha","2296.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1975","1975","t","3926184","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1976","1976","ha","1749383","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1976","1976","kg/ha","2347.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1976","1976","t","4106178","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1977","1977","ha","1899100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1977","1977","kg/ha","2329.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1977","1977","t","4424406","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1978","1978","ha","2025600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1978","1978","kg/ha","2423","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1978","1978","t","4908000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1979","1979","ha","2034500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1979","1979","kg/ha","2371","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1979","1979","t","4823700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1980","1980","ha","1933100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1980","1980","kg/ha","2423.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1980","1980","t","4684800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1981","1981","ha","1976000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1981","1981","kg/ha","2603.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1981","1981","t","5144550","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1982","1982","ha","1978100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1982","1982","kg/ha","2612.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1982","1982","t","5167050","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1983","1983","ha","1998500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1983","1983","kg/ha","2506.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1983","1983","t","5009250","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1984","1984","ha","1998500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1984","1984","kg/ha","2488.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1984","1984","t","4972800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1985","1985","ha","1863200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1985","1985","kg/ha","2349.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1985","1985","t","4378400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1986","1986","ha","2065600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1986","1986","kg/ha","2532","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1986","1986","t","5230000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1987","1987","ha","1963000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1987","1987","kg/ha","2476.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1987","1987","t","4861400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1988","1988","ha","2041700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1988","1988","kg/ha","2351.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1988","1988","t","4800300","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1989","1989","ha","2106900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1989","1989","kg/ha","2292.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1989","1989","t","4830150","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1990","1990","ha","2112700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1990","1990","kg/ha","2315.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1990","1990","t","4891200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1991","1991","ha","2096900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1991","1991","kg/ha","2319.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1991","1991","t","4864650","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1992","1992","ha","1973400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1992","1992","kg/ha","2368.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1992","1992","t","4674150","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1993","1993","ha","2187100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1993","1993","kg/ha","2739.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1993","1993","t","5992050","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1994","1994","ha","2124600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1994","1994","kg/ha","2433.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1994","1994","t","5169750","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1995","1995","ha","2161800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1995","1995","kg/ha","2752.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1995","1995","t","5949750","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1996","1996","ha","2251100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1996","1996","kg/ha","2868.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1996","1996","t","6457200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1997","1997","ha","2317300","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1997","1997","kg/ha","2804.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1997","1997","t","6499500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1998","1998","ha","2423600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1998","1998","kg/ha","2893","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1998","1998","t","7011400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","1999","1999","ha","2515400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","1999","1999","kg/ha","3074.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","1999","1999","t","7733417","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2000","2000","ha","2376600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2000","2000","kg/ha","3031.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2000","2000","t","7203900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2001","2001","ha","2114200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2001","2001","kg/ha","2754.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2001","2001","t","5823000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2002","2002","ha","2225000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2002","2002","kg/ha","3019.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2002","2002","t","6717750","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2003","2003","ha","2460600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2003","2003","kg/ha","2955.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2003","2003","t","7271400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2004","2004","ha","2519600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2004","2004","kg/ha","2991.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2004","2004","t","7537200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2005","2005","ha","2621400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2005","2005","kg/ha","3174.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2005","2005","t","8320800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2006","2006","ha","2581200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2006","2006","kg/ha","3160.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2006","2006","t","8157600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2007","2007","ha","2515400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2007","2007","kg/ha","3317.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2007","2007","t","8345100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2008","2008","ha","2962600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2008","2008","kg/ha","3519.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2008","2008","t","10428000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2009","2009","ha","2883100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2009","2009","kg/ha","3580.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2009","2009","t","10324050","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2010","2010","ha","2365300","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2010","2010","kg/ha","3058.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2010","2010","t","7234950","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2011","2011","ha","2571200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2011","2011","kg/ha","3593.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2011","2011","t","9240600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2012","2012","ha","2308800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2012","2012","kg/ha","3596.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2012","2012","t","8303850","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2013","2013","ha","2789169","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2013","2013","kg/ha","3752.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2013","2013","t","10467150","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2014","2014","ha","2890646","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2014","2014","kg/ha","3633.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2014","2014","t","10504200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2015","2015","ha","2739495","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2015","2015","kg/ha","3724","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2015","2015","t","10201840","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2016","2016","ha","2724013","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2016","2016","kg/ha","3771.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2016","2016","t","10273968","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2017","2017","ha","2900595","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2017","2017","kg/ha","3852.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2017","2017","t","11174815.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2018","2018","ha","2810030","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2018","2018","kg/ha","3842.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2018","2018","t","10798000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2019","2019","ha","3033959","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2019","2019","kg/ha","3665.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2019","2019","t","11120483","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2020","2020","ha","3335585","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2020","2020","kg/ha","3786.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2020","2020","t","12629514","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2021","2021","ha","3537369","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2021","2021","kg/ha","3953.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2021","2021","t","13984009","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2022","2022","ha","2976239","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2022","2022","kg/ha","3690.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2022","2022","t","10983081","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2023","2023","ha","3636994","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2023","2023","kg/ha","4066.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2023","2023","t","14788853","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2024","2024","ha","3899215","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2024","2024","kg/ha","3740.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2024","2024","t","14585231","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","01802","Sugar cane","1961","1961","ha","388100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01802","Sugar cane","1961","1961","kg/ha","29992.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","01802","Sugar cane","1961","1961","t","11640000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","01802","Sugar cane","1962","1962","ha","444300","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01802","Sugar cane","1962","1962","kg/ha","32313.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","01802","Sugar cane","1962","1962","t","14356700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","01802","Sugar cane","1963","1963","ha","531000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01802","Sugar cane","1963","1963","kg/ha","34723.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","01802","Sugar cane","1963","1963","t","18438000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","01802","Sugar cane","1964","1964","ha","477500","A","Official value",""
